Source,Target
ಮಹತ್ವವನ್ನು,ಬಿಲೆನ್
"ಅರಿತು,ಹಸಿದವರಿಗೆ",ತೆರಿದ್
ತನ್ನಲ್ಲಿರುವ,ಬಡವುದಕಲೆಗ್
ಅನ್ನವನ್ನು,ನಮ್ಮ
ಉಳ್ಳಾಲದ,ಉಳ್ಳಾಲೊದ
ರಾಣಿ,ರಾಣಿ
ಅಬ್ಬಕ್ಕ,ಅಬ್ಬಕ್ಕ
ಪೋರ್ತುಗೀಸರನ್ನು,ಪೋರ್ತುಗೀಸೆರೆನು
ಸೋಲಿಸಿ,ಸೋಪಾದು
ಗೋವಕ್ಕೆ,ಗೋವೋಗು
ಓಡಿಸುತ್ತಾಳೆ,ಬಲಿಪಾವೊಳು
ಮುಂಚೆಯೇ,ದುಂಬೆ
ಇವತ್ತಿಗೆ,ಇನಿಕ್ಕ್
ಇದ್ದಿರಬಹುದು,ಇತ್ತುದು
ಬರಹಗಾರರಿಗೆ,ಬರೆಪ್ಪುನಾಕುಲೆಗ್
ತರಬೇತಿ,ತರಬೇತಿ
ನಡೆಸುವುದು.,ಮಲ್ಪುನೆ.
ವಿಷ್ಣುನ,ವಿಷ್ಣುನ
ಆರನೆ,ಆಜಿನೆ
ಅವತಾರದ,ಅವತಾರದ
ದೊಡ್ದ,ಮಲ್ಲ
ಸೃಷ್ಟಿಯ,ಸೃಷ್ಟಿದ
ಬಾವಿಯಲ್ಲಿ,ಗುವೆಲ್‌ಡ್‌
ಇತ್ತು.,ಇತ್ತ್‌ಂಡ್‌
ಸಾಯಂಕಾಲ,ಬೈಯ್ಯದ
"ಸಿಡಿಲು,",ಪೊರ್ತುಡು
ನೆನಪಾಯಿತು,ನೆಂಪಾಂಡ್
ಸೋದರಿ,ತಂಗಡಿ
ಕಲ್ಲುರುಟ್ಟಿ,ಕಲ್ಲುರುಟ್ಟಿ
ವರ್ತೆ,ವರ್ತೆ
ಮಂತ್ರದೇವತೆ,ಮಂತ್ರದೇವತೆ
ಸತ್ಯದೇವತೆ,ಸತ್ಯದೇವತೆ
ಕಲಶ,ಕಲಶ
ಬದುಕಬಹುದು,ಬದುಕೊಲಿ
ವಿಷಯಗಳಿಗೂ,ಸಂಗತಿಲೆಗ್ಲಾ
ಬೆಟ್ಟದಷ್ಟು,ಮಲ್ಲ
ಆತಂಕ,ಆತಂಕ
ಪಡುವ,ಮಲ್ತೊನುನ
ಅವಸ್ಥೆಯಲ್ಲಿ,ಅವಸ್ಥೆಡ್
ಸಾಯುತ್ತಾಳೆ,ಸೈಪಲ್
ಪುರೋಹಿತರಿಗೂ,ಪುರೋಹಿತೆರೆಗುಲಾ
ಉಸಿರಾಟದ,ಉಸಿರಾಟೊದ
ಕೇಳುತ್ತೇವೆ,ಕೇಣುವ
ಯಾರಿಗೂ,ಏರೇಗ್ಲ
ಮನೆಯರಿಗೂ,ಇಲ್ಲದಕಲೆಗ್ಲಾ
ಖುಷಿಯ,ಖುಷಿತ
ಮದ್ದಿನ,ಮರ್ದ್
ಬೇರಿನ,ಬೂರು
ಹನಿಸುವ,ನೀರ್ದ
ಅಳಿಯದ,ಅಳಿಯಂದಿ
ಮುಂದಿಲ್ಲದ,ಕೊಡಿದಾಂತಿ
ಚೋದ್ಯವನ್ನು,ಚೋದ್ಯನ್
ತುಂಬಿಸಲು,ದಿಂಜಾವರೆ
ಬದಲಾದ,ಬದಲಾಯಿಲೆಕನೆ
ದೈವರಾಧನೆಯೂ,ಬದಲಾದುಂಡು
ಮುಗ,ಮುಗ
ಹಾಲೆದ್ದು,ಪಾಲೆದ
ಸಾಕುತ್ತಿರುವ,ತಾಂಗೊಂದುಪ್ಪುನ
ಪ್ರಾಣದಲ್ಲಿ,ಪ್ರಾಣೊಡು
ಉಸಿರಾಗಿ,ಉಸುಲಾದ್
"ಅಕ್ಕಿ,","ಅರಿ,"
"ಉಪ್ಪು,",ಉಪ್ಪ
"ರಾಗಿ,","ರಾಗಿ,"
ಸಾಸಿವೆ,ದಾಸೆಮಿ
ಭಿನ್ನತೆಯೂ,ಬಿನ್ನತೆಲಾ
ಚಿಕ್ಕಣ್ಣ,ಎಲ್ಯನ್ನೆ
ಚೇತು,ಚೇತು
ನೋಡು,ತೂಲ
ರಚಿಸಿ,ವಾಕ್ಯೊ
ಈಜಲು,ಮೀಂದರೆ
ಸಾಧ್ಯವಿಲ್ಲ,ಆವಂದ್
ಪ್ರಾಯ,ಪ್ರಾಯ
ಯಾರೂ,ಯೆರ್ಲಾ
ಕೇಳುವವರು,ಕೆನುನಕ್ಲ್
ಕೆತ್ತಿಸುವ,ಸುದ್ದಿ
ತುಳುನಾಡಿನಾದ್ಯಂತ,ಪಸರುಂಡು
ಶಕುನದ,ಶಕುನದ
ಹಕ್ಕಿಯ,ಪಕ್ಕಿದ
"ಬೆಳಗಾದಗ,","ಬೊಲ್ಟಾನಗ,"
ಬಂದ.,ಬತ್ತೆ
ಸಂಗತಿಯನ್ನು,ತೆರಿಪಾದ್‌
ತಿಳಿಸಿ,“ಬೊನ್ಯ
“ಬೂದಿ,ಬೂರೊಂ೦ಂದ್‌
ಚೆಲ್ಲಿದ,ಪೋಯಿ
ಹುಡುಗಿಯ,ಪೂಣ್ಣನಇಲ್ಲಡೆ
ಸುಗ್ಗಿಯ,ಕರಂಗೋಲು
ಮೀನಮಾಸದ,ಒಂಜಿ
ಹುಣ್ಣಿಮೆಯ,ಕುಣಿತದ
ಮುಂಚಿನದಿನ,ಪುದರ್
ನಾಳೆಯಿಂದ,ಎಲ್ಲೆರ್ದ್
7),ಕಾಂಡೆ
ದಪ್ಪದವ,ಬೊಡ್ಡೆ
ಕೂತಿದ್ದಾನೆ,ಕುಳ್ದೆ
ಒಗಟು,ಎದುರುಕತೆ
ಉಂಟಾಗಿದ್ದು,ಒಗಟು
ರಾಮಾಂಜನೇಯ,ರಾಮಾಂಜನೇಯ
(ರಿ),(ರಿ)
ಚಿಲಿಂಬಿ,ಚಿಲಿಂಬಿ
ಗುಡ್ಡೆಯಲ್ಲಿ,ಗುಡ್ಡೆಡ್
27-4-2021ನೇ,27-04-2021ನೇ
ಜಯಂತಿಯ,ಜಯಂತಿದ
8.00,8:00
ಕೋಡಿಕಲ್,ಕೋಡಿಕಲ್
ವೇದಮೂರ್ತಿ,ವೇದಮೂರ್ತಿ
ವಿಶುಕುಮಾರ್,ವಿಶುಕುಮಾರ್
ಜೋಯಿಸರ,ಜೋಯಿಸೆರ್ನ
ನೇತೃತ್ವದಲ್ಲಿ,ಮುತಾಲಿಕೆಡ್
ಗಣಹೋಮ,ಗಣಹೋಮ
ಪುರಾಣದಲ್ಲಿ,ಪುರಾಣಡ್
ಪರಶುರಾಮನ,ಪರಶುರಾಮನ
ಕಲ್ಪನೆಯನ್ನು,ಕಲ್ಪನೆನ್
ಏರಿ,ಮಿತೇರ್ದ್‌
ಹರಳು,ಎಡ್ಮೆ
ನೀರ್ದೋಸೆ,ನೀರ್ದೋಸೆ
ಉಂಡುಲಗ,ಉಂಡುಲಗ
ನೈವೇದ್ಯ,ನೈವೇದ್ಯ
ಎಳ್ಳುವಿನೊಳಗೆ,ಎಡ್ಮೆದುಲಯಿ
ಕಷ್ಟವಾಗುವುದಿಲ್ಲ,ಉಳುಕಪುನತ್ತ್
ತೆರೆಯುತ್ತಾಳೆ,ತೂಕ
ಎಸಲಿನಲ್ಲಿ,ಎಸಲ್ಀಡ್
ಮುಂದುವರಿಯುತ್ತದೆ,ದುಂಬರಿಯುಂಡ್
ಧನ್ಯವಾದಗಳು,ಸೊಲ್ಮೆಲು
ಎಂದಿತು,ಪಂಡುಂಡು
ಪುಣ್ಯವಿದ್ದಲ್ಲಿ,ಪೊರ್ಲುತ್ತಿನಲ್ಪ
ಸಿಂಗಾರವನ್ನು,ಐತೊನು
ಅಂಗೈ,ಅಂಗೈ
ಕವಚಿ,ಮಲಂಕನೆ
ಘಟ್ಟದಿಂದ,ಘಟ್ಟರ್ದ್
ಸಂತೆ,ಸಂತೆ
ಕುಡು,ಕುಡು
ಊರ,ಊರ
ಜ್ಯೋತಿಷಿಯ,ಬಲ್ಯಾಯನ
ದೇವೋ,ದೇವೋ
ಭವ,ಭವ
ಜನಜೀವನದ,ಜನಜೀವನೊದ
ಘೋಷ,ಘೋಷ
ರಾಜಧಾನಿ,ರಾಜಧಾನಿ
ಬಾರ್ಕೂರು,ಬಾರ್ಕೂರು
ಭೂತದ,ಭೂತದ
ಮಂಚಕ್ಕೆ,ಮಂಚವುಗು
ಮರವೇ,ಮರನೇ
ಗಾಳಿಯನ್ನೇ,ಗಾಳಿನೆ
ಉಸಿರಲ್ಲಿ,ಉಸುಲುಡು
ನುಂಗುತ್ತೇವೆ,ದಿಂಗುವ
ಗರ್ಡಾಡಿ,ಗರ್ಡಾಡಿ
ಕುಬಳಬೆಟ್ಟು,ಕುಬಳಬೆಟ್ಟು
ಫಲ್ಗುಣಿ,ಪಲ್ಗುಣಿ
ಸಂಪರ್ಕಿಸುವ,ಸಂಪರ್ಕ
ಹಳ್ಳದಲ್ಲಿ,ಪಲ್ಲಡ್
ಸಂಸ್ಕಾರ,ಸಂಸ್ಕಾರ
ಸಂಸ್ಕೃತಿಗೆ,ಸಂಸ್ಕೃತಿಗ್
ಕುಟುಂಬಕ್ಕೆ,ಕುಟುಂಬಗ್
ಹಾಗೆಂದಾದರೆ,ಅಂಚಪಂದಾಂಡ
ಸಾಧಾರಣದ,ಸಾದಾರ್ನ
ಹೆಣ್ಣಲ್ಲ,ದ
77,7
"ಪಂಚಾಯತಿ,","ಪಂಚಾಯ್ತಿ,"
ಪಂಚಾಯತಿಯ,ಪಂಚಾಯ್ತಿದ
"ಪಿಡಿಒನವರು,","ಪಿಡಿಒನಕುಲು,"
"ಸಿಬ್ಬಂದಿಗಳು,","ಸಿಬ್ಬಂದಿಲು,"
"ವಾರಿಯರ್ಸ್,","ವಾರಿಯರ್ಸ್,"
ಆಶಾ,ಆಶಾ
ಕಾರ್ಯಕರ್ತೆಯರು,ಕಾರ್ಯಕರ್ತೆ
ವೀರ,ಬೀರ
ಬಂಟನಿಗೆ,ಬಂಟಗ್
ಸೇನಾನಿ,ದಳವಾಯಿ
ಅಜಿಲರು,ತರೆಕ್ಕ್
ಪಡುಮಲೆ,ಪಡುಮಲೆ
ಸಾನಿಧ್ಯದಲ್ಲಿ,ಸಾನ್ನಿಧ್ಯಡ್
550,550
ವರ್ಷಗಳಿಂದ,ವರ್ಷರ್ದ್
ಪೂಜಾ,ಪೂಜಾ
ವಿಧಿವಿಧಾನಗಳಿಗೆ,ವಿಧಿವಿಧಾನಲೆಗ್
ಪಾಲಿಸಿಕೊಂಡು,ಪಾಲಿಸಾವೊಂದು
ಸೀಮಿತ,ಸೀಮಿತ
ಸಮ್ಮುಖದಲ್ಲಿ,ಸಮ್ಮುಖಡ್
ದೊರೆಯಿತು.,ತಿಕ್ಕ್oಡ್
ಬೂಡು,ಬೂಡು
ಮಾಗಣೆ,ಮಾಗಣೆ
ಬಲಿಪ,ಬಲಿಪ
ಎನ್ನಿಸಿಕೊಂಡು,ಪನ್ಪಾದ್
ಪೊದೆಗಳು,ಪುದೆಲ್
ಮರಗಳ,ಮರೊಕುಲೆನ
ಬಳ್ಳಿಗಳ,ಬೂರುಲೆನ
ತೂರಿ,ನೂರ್ದ್
ಬುಡದ,ಮುದೆಲ್ಀದ
ಚಿಕ್ಕಂದಿನಿಂದಲೇ,ಕಿನ್ಯೆರ್ದೆ
ಪುಸ್ತಕದ,ಪುಸ್ತಕದ
ಕೊಟ್ಟದ್ದು,ಕೊರ್ತಿನ
ಅಲ್ವ,ಅತ
ಪಾಪೆಯ,ಪಾಪೆದ
ಯಾತಕ್ಕಾಗಿ,ದಾಯೆಗಾದ್
ಬೇಕಾ,ಬೋಡ
ಬೇಡವಾ,ಬೋರ್ಚ
ಎಂದಲ್ಲ,ಪಂದತ್ತ್
ಮನೆಯವ,ಇಲ್ಲದಯೆ
ಬೇಡದ್ದನ್ನು,ಬೊರ್ಚಂದಿನ
ಮಾಡಿದರೂ,ಮಲ್ತೆಂಡಲಾ
ಹೊಡೆಯುತ್ತಿದ್ದರು,ಹಾಕೊಂದಿತ್ತೆರ್
ಉತ್ಪತ್ತಿ,ಉತ್ಪತ್ತಿ
ವಸ್ತುವಿನಲ್ಲಿ,ವಸ್ತುಡ್
ಮಾಡುತ್ತೇವಾ,ಮಲ್ಪುವನ
ಆನೆಯಲ್ಲಿ,ಆನೆಡ್
ಕುಳಿತವನಲ್ಲಿ,ಕುಳ್ಳಿನಾಯಡ
ಸುಣ್ಣ,ಸುಣ್ಣ
ಕಡ್ಮಣಮಲೆ,ಕಡ್ಮಣಮಲೆ
ಕೊಪ್ಪದ,ಕೊಪ್ಪದ
ಕೊರಪೊಲ್,ಕೊರಪೊಲ್
ಅಚು,ಅಚು
ಮೈರೆ,ಮೈರೆ
ಹೇಳಿಕೊಂಡ,ಪನೊಂಡೆ
ಹೆಚ್ಚಾಗುತ್ತಿದ್ದರೂ,ಜಾಸ್ತಿ
ನಿರ್ಲಕ್ಷದಿಂದ,ನನಲಾ
ನಗರಕ್ಕೆ,ಬೋಡಾಯಿಲಕ
ನಿಯಂತ್ರಿಸಲು,ನೆಲೆಟ್ಟ್
ಬ್ಯಾರಿಕೆಡ್,ಜನಕ್ಲೆನ್
ನಡೆಸಲಿದ್ದಾರೆ.,ಪುತ್ತೂರು
ಅಪ್ಪೆಯಾಗಿ,ಅಪ್ಪೆ
ನೆಲೆಸಿ,ಅದ್
ಪುರೆವ,ಭಕ್ತೆರೆನ್ಕಾಪುನ
ಕಾಯಕದಲ್ಲಿ,ಕಜ್ಜೊಡುಲ್ಲಲ್
ರಟ್ಟೆಯಲ್ಲಿ,ರಟ್ಟೆಡ್
ನಾವೂ,ನಮಲ
ಓಡಲೇಬೇಕು,ಬಲಿಪೊಡೆ
ಸುರಿದಿದ್ದರಿಂದ,ಬೈದಿನೇರ್ದಾವರ
ತುಂಡಾಗಿ,ದು
ಬಿದ್ದಿರಬಹುದು,ತುಂಡಾದ್
ಕೊರಗರು,ಕೊರಗೆರ್
ಹುಟ್ಟಿದರು,ಪುಟ್ಯೆರ್
ಎಲ್ಲಿಯೆಂದು,ಒಲುಂದು
ಕಾಂತಣ,ಕಾಂತಣ
ಕದ್ರದಲ್ಲಿ,ಕದ್ರೊಡು
ಬೆಂದ್ರಣ,ಬೆಂದ್ರಣ
ಮೂಡಬಿದ್ರೆಯಲ್ಲಿ,ಬೆದ್ರಡ್
ಜಪ್ಪು,ಜಪ್ಪು
ಕರ್ನೂರಿನಲ್ಲಿ,ಕರ್ನೂರುಡ್
ಆಷಾಢ,ಆಟಿಡ್
ಧನಸ್ಸಿನಲ್ಲಿ,ಪೆರಾರ್ದೆಡ್
ರಾತೋ,ಕಾಂತಣ್ಣ
ಅಧಿಕಾರಿಗೆ,ಓಲೆ
ಓಲೆಯೊಂದನ್ನು,ಬರೆದ್
ಬರೆದು,ಲೆಪ್ಪುಡುವೆರ್
ಹತ್ತೊಂಭತ್ತಕ್ಕೆ,ಪದಿನೊರ್ಂಬೊಗು
ಕಾರ್ಯರೂಪಕ್ಕೆ,ಕಜ್ಜೊನು
ತಂದರೆ,ಕೈಗೂಡದ್
ಹತ್ತೂರನ್ನು,ಕೊರುಂಡ
ಉಂಬಳಿಯಾಗಿ,ಪತ್ತ್
ನೀಡುತ್ತೇವೆ,ರುನು
ಕಸದ,ಕಜವುದ
ರಾಶಿಗೆ,ರಾಶಿಗು
ಬಿಸಾಡಿದ್ದನ್ನು,ದಕ್ಕಿನೆನು
ತಿನ್ನುತ್ತಿದ್ದವು,ತಿನ್ನೋದಿತ್ತ
ಊರಿಡೀ,ಊರೊಲ್ಮೆ
ಸೀಡಿ,ಸಿಡಿ
ಬಿಟ್ಟರು,ಬುಡಿಯೆರ್
ಪಡೆದುಕೊಂಡರು,ಪಡೆಯೊನ್ಯೆರ್
ಏರಿಸಿ.,ಏರ್ಸಾಲೆ.
ಬದುಕಿನಲ್ಲೊ,ಕರಿಯೊಂದು
ಬಳಸಿರುವರೆಂದು,ಗಲಸುದುಪ್ಪೆರುಂದ್
ಹುಲ್ಲಿನೊಂದಿಗೆ,ಪಜಿರ್
ಬಬ್ಬುಸ್ವಾಮಿಗೆ,ಬಬ್ಬುಸ್ವಾಮಿಗ್
ತಂಗಿಯಾಗಿ,ತಂಗಡಿಯಾದ್
ಶಕ್ತಿಯೇ,ಶಕ್ತಿಯೇ
ಆದಿಶಕ್ತಿ,ಆದಿಶಕ್ತಿ
ಸ್ವರೂಪಿಣಿ,ಸ್ವರೂಪಿಣಿ
ಗುಡಿಯತ್ತಿರ,ಸಾನದಲ್ಪ
ಕುಂಜ,ಕುಂಜ
ವಾಡಿಕೆ,ವಾಡಿಕೆ
ಮಾಳೆಯ,ಬರ್ಸದ
ಸೇದುವುದು,ಒಯಿಪುನಿ
ತುಂಬಾನಾ,ನಿಲ್ಕೆನ
ಖಾಲಿಯ,ಅರಕೆನೆ
"ಮೇಲ್ಪಟ್ಟ,",ಮಿತ್ತ್
ಪಡೆದವರು,ಕೋವಿಡ್
ತಿಳಿಯುವುದಕ್ಕೂ,ತೆರಿಯೊನ್ಯರಲಾ
ಬೊಂಕ,ಬೊಂಕ
ಘಂಟೆ,ಘಂಟೆ
ಹಾಕುತ್ತ,ಪಂಡೊಂದು
ಹಿಂದಿರುಗುವಾಗ,ಬನ್ನಗಆರೆನ
ಪುಸ್ತಕ,ಇಜ್ಜಾಂಡ್‌
ಸೀಮೆಯಲ್ಲಿದೆ?,ಸೀಮೆಡ್‌
ಬ್ರಾಹ್ಮಣನ,ಬೆರಣನ
ವೇಷದಲ್ಲಿ,ಏಸೊಡ್
ಜೋಗಿದೊಟ್ಟು,ಜೋಗಿದೊಟ್ಟು
ಬಂದಕ್ಷಣ,ಬತ್ತಿನೆ
ದಂಡು,ದಂಡ್
ಸಮೇತರಾಗಿ,ಪತೊಂದು
ಸೇರಿಕೊಳ್ಳುತ್ತಾರೆ,ಎತ್ವೆರ್
ಮನ,ಪ್ರೀತಿದ
ವಿವೇಕ,ವಿವೇಕ
ಗದ್ದೆಯಕಡೆ,ಕಂಡದಂಚಿ
ಹೋಗಿದ್ದರು,ಪೋದಿತ್ತೆರ್
ಕಟ್ಟಲು,ಕಟ್ಟೆರೆ
ಶೃಂಗಾರಕ್ಕೆ,ಸಿಂಗಾರಗ್
ಚಪ್ಪರಕ್ಕೆ,ದೊಂಪಗ್
ಮಡಲು,ಮಡಲ್
ಮರಮಟ್ಟು,ಮರಮಟ್ಟು
ಕಲ್ಲುಮುಳ್ಳು,ಕಲ್ಲುಮುಳ್ಳು
ಜೀವರಾಶಿಯ,ಜುವೊರಾಶಿದ
ವಾಸವಾಗಿದ್ದಾರೆ,ಕುಲ್ಲುದೆರುಗೆ
ಮಾಡುತ್ತಾರ,ಮಲ್ಪುವೆರ
ಜಿಜ್ಞಾಸೆ,ಜಿಜ್ಞಾಸೆ
ಬೂದಿಯಲ್ಲಿ,ಬೊನ್ಯಡು
ಹೊರಳಿಸಬೇಕು,ಪಿರೊಲ್ಪೊಡುಗೆ
ಹತ್ತುತಾಯಿಯ,ಪತ್ತಪ್ಪೆ
ಬೆಲೆಗೆ,ಕಾಸ್
ಮಾಡಬಾರದು.,ಬೇರ
ಸಂತಾನಗಳಿಗೆ,ಸಂತಾನೊಲೆಗ್
ಮೂಲಸ್ಥಾನಗಳು,ಮೂಲಸ್ಥಾನೊಲು
ಜೋತಿಷ್ಯದ,ಒಂಜಿ
ತಂಪಿಗೆ,ತಂಪುಗ್
ಚಿಮುಕಿಸಿದರು,ಚೆಡಿತೆರ್
ತುಳುವನಾಡಿನ,ತುಳುವನಾಡುದ
ಸಂಗತಿಗಳನ್ನು,ಸಂಗತಿಲೆನು
ಜೋಡಿಸಿದ್ದಾರೆ,ಜೋಡಿಸಿದೆರ್
ಅಸಂಬದ್ಧ,ಅಸಂಬದ್ಧ
ಬಿಸಾಡಿದ,ದಕ್ಕಿನ
ಕತ್ತಿಯನ್ನು,ಕತ್ತಿನ್
ವಿಷ್ಣುದೇವರು,ವಿಷ್ಣುದೇವೆರ್
ಏಸು,ಏಸು
ಅಲ್ಲಾಹು,ಅಲ್ಲಾಹು
ಎತ್ತಲೇ,ಲಕ್ಕುದುಂತೊಡು
ಗಾಡಿದ,ಗಾಡಿದ
ಕೊಟ್ಯ,ಕೊಟ್ಯ
ನಂಬುವುದು,ನಂಬುನು
ನಂಬುದೇ,ನಂಬುನೇ
ನೆನಪಾದ,ನೆನೆಪಾಯಿನ
ಕೆಥೊಲಿಕ್,ಕೆಥೊಲಿಕ್
ಕ್ರೈಸ್ತರ,ಪೊರ್ಬುಲೆ
ನಾಡಿನಿಂದ,ನಾಡುಡ್ಡು
ಹಬ್ಬವನ್ನು,ಪರ್ಬೋನು
ಭಾರತದಲ್ಲೂ,ಭಾರತೊಡುಲಾ
ಅಣ್ಣನಿಗೆ,ಪಲಯಗ್
ಅನಿಸಿಕೆಗೆಗಳಿಗೆ,ಡಲ
ಇಂಬು,ಪಾತೆರೊಲೆಗ್
ನೀಡಿದೆ,ಇಂಬು
ವೃತ,ರುತ
ಹಿಡಿದಿರುವಳಪ್ಪ,ಪತ್
ತೆಗೆಯುವುದು,ಪತೊಂದು
ಅಪ್ರತಿಮ,ಮಾಮಲ್ಲ
ಶಿಲ್ಪಿಯಾಗಿದ್ದನು,ಶಿಲ್ಪಿ
ಬೇಸಾಯದವ,ಸಾಗೋಳಿದಾಯೆ
ಕೊಡುವುದಿಲ್ಲವಂತೆ,ಕೊರ್ಪುಜೆರ್ಗೆ
ಕಡಿದ,ಕಡ್ದಿನ
ಕೊಡಲಿ,ಕೊಡರಿ
ಹರಿತವಾಗಿದೆ,ಪರ್ತೆ
ಮಂಜಣ,ಮಂಜಣ
ಪೂಂಜರು,ಪೂಂಜೆರ್
ಸತ್ತರು,ತೀರಿಯೆರ್
ತನಗಾದ,ತನ್ಕಾಯಿನ
ಅವಮಾನ,ಅಪಮಾನ
ಕರುಳು,ಕರ್ಲ್
ಕೊಯ್ಯುತ್ತದೆ,ಕೊಯ್ಪುಂಡು
ರೂಲ್ಸ್,ರೂಲ್ಸ್
ಬ್ರೇಕ್,ಬ್ರೇಕ್
ಕ್ರಮ.,ಕ್ರಮ.
ಬಾಯಾರಿಕೆಯಾಗಿದೆ,ದೆತೊನಿನ
ಕಿರು,ಕಿರು
ಕಾಣಿಕೆಯಾದರೂ,ಕಾನಿಕೆ
ನಿಲೆಯಲ್ಲಿ,ನಿಲೆಟ್
ದೂಷಣೆ,ದೂಷಣೆ
ಕಾಯಿಪಲ್ಯ,ಕಾಯಿಕಜಿಪು
ಸಭೆಯನ್ನು,ಸಬೆನ್
ನಡೆಸುತ್ತಿದ್ದೇವೆ.,ಮಲ್ತೊಂದುಲ್ಲೊ.
ಸಂಸಾರದ,ಸಂಸಾರದ
ಒಡೆಯುವುದು,ಪುಡಾವುನು
ಕಬ್ಬನ್ನೇ,ಕಂರ್ಬುನೇ
ಹಬ್ಬಗಳ,ಪರ್ಬಲೆನ
ತವರು,ಅಪ್ಪೆ
ಬಲದಲ್ಲಿ,ಬಲಕೆಡ್
ಬೇಸಾಯಮಾಡಿದ,ಬೆಂದಿನ
ಸಂಭ್ರಮವೇ,ಗೌಜಿ
ಸ್ಮಾರ್ಟ್‍ಸಿಟಿ,ಸ್ಮಾರ್ಟ್‌ಸಿಟಿ
ಯೋಜನೆಯಡಿ,ಯೋಜನೆದಡಿ
ನಿರ್ಮಾಣವಾಗುತ್ತಿರುವ,ಕಟ್ಟೊಂದು
ಸರ್ಜಿಕಲ್,ಉಪ್ಪುನ
ಕಟ್ಟಡದಲ್ಲಿ,ಸರ್ಜಿಕಲ್‌
ಶಸ್ತ್ರಚಿಕಿತ್ಸಾ,12
ಕೊಠಡಿ,ಶಸ್ತ್ರಚಿಕಿತ್ಸಾ
168,ಒಟ್ಟು
ಹಾಸಿಗೆ,168
ಸಮಯಕ್ಕೆ,ಸಮಯೋಗು
ನ್ಯಾಯಧರ್ಮದ,ನ್ಯಾಯಧರ್ಮದ
ತಿಳಿಸುವುದು,ತೆರಿಪಾವುನು
ಭೇದವಿರದ,ಬೇಧೊದಾಂತಿನ
ಎಡಕಾಲು,ದತ್ತಕಾರ್
ಊರುತ್ತಾ,ಊರೊಂದು
ಹತ್ತಿರದವರಿಗೆ,ಕೈತಲ್
ಮಿಂಚು,ಮೆಂಚಿ
ಹೊಡೆದಂತಾಯಿತು,ಹಾಕಿಲೆಕ್ಕಾಂಡ್
ಹಾಡಿನಿಂದ,ಪಾಡಿರ್ದ್
ಹೊತ್ತವರು,ತುಂಬಿನಕ್ಲ್
ಬದಲಾದಾಗೆ,ಬದಲಾಯಿಲೆಕ
ಬದಲಾಗುತ್ತದೆ,ಬದಲಾಪುಂಡ್
ರೋಮಿನ,ರೋಮ್ದ
ಸಂತ,ಸಂತ
ವಲೆಂಟೈನ್,ವಲೆಂಟೈನ್
ಶ್ತ್,ಶ್ತ್
ಅಲೆನ್ತಿನೆ,ಅಲೆನ್ತಿನೆ
ಚರ್ಚಿನ,ಚರ್ಚುದ
ಪುರೋಹಿತ,ಪುರೋಹಿತೆನ
ನಾಗಸಂಬಂಧಿ,ನಾಗಸಂಮ್ಮಂಧಿ
ಶಕ್ತಿಗಳು,ಶಕ್ತಿಲು
ದೊಡ್ಡವರಾಗಿ,ಮಲ್ಲೇದು
ಗ್ಯಾರಂಟಿ,ಗ್ಯಾರಂಟಿ
ನೇಮೋತ್ಸವದ,ನೇಮೋತ್ಸವದ
ಪರವಾಗಿ,ಪರವಾದ್
ಮಾಡಿರುವ,ಮಲ್ದಿನ
ಲಕ್ಕಿಡಿಪ್,ಲಕ್ಕಿಡಿಪ್
ಡ್ರಾ,ಡ್ರಾ
ಸ್ಪರ್ಧಿಗಳಾದ,ಸ್ಪರ್ಧಿಲು
"(48),",ಶೆಟ್ಟಿ
ಜಯರಾಮ್,ಎಸ್.ಜಯರಾಮ್
"(57),","(57),"
ರವಿಚಂದ್ರ,ರವಿಚಂದ್ರ
(88),(88)
ಬರಿಯ,ಬರಿತ್ತ
ಬಾರೀಕೆಗಳನ್ನು,ಬಾರೀಕೆಲೆನು
ರಿಸರ್ಚ್,ರಿಸರ್ಚ್
ಸಿಗಬಗುದು,ತಿಕು
ಹಾಕಿ.,ಮಲ್ಪುಲೆ.
ಮಾಯಾರೂಪದಲ್ಲಿ,ಕೇನ್ಡ
ನಿರ್ಧರಿಸಿದ,ಬೆಲ್ಲ
ಗಗ್ಗರವೂ,ಗಗ್ಗರಲ
ಅಲುಗಾಡಲಿಕ್ಕೆ,ಪಂದೆರೆ
ತಂದೆಯಂತೆ,ಅಮ್ಮೆರೆನಂಚ
ಜಂಬ,ಗರ್ವ
ಪ್ರವ್ರುತ್ತಿಯವಳಾದ,ದಿಂಜಿ
ಯಶೋಮತಿ,ಯಶೋಮತಿ
ಒಲೆಯ,ಓಲೆದ
ಒಕ್ಕಣೆ,ಒಕ್ಕಣೆ
ಹೀಗಿತ್ತು,ಎಂಚ
ಅಲ್ಲಿಗೇ,ಅಡೆಗೆ
ಹೆರಿಗೆ,ಪೆದ್ದುನಕಲ್ನ
ಹೆರಿಸುವವಳು,ಸಂಕೆ
ಹೆರಿಸುತ್ತಿದ್ದರು,ಇತ್ತುಂಡು
ಜಾತ್ರೆಗೆಂದು,ಜಾತ್ರೆಗ್ಂದ್
ಚಪ್ಪರ,ಚಪ್ಪರ
ಹಾಕಿರುತ್ತಾರೆ,ಪಾಡುವೆರ್
ತಿಳಿಯದವನು,ಬಾಸೆ
